b_tgt,cat_input1,cat_input2,demog_age,demog_ho,demog_homeval,demog_inc,demog_pr,rfm1,rfm2,rfm3,rfm4,rfm5,rfm6,rfm7,rfm8,rfm9,rfm10,rfm11,rfm12,demog_genf,demog_genm,account
0,X,D,NA,0,34878,$0.00 ,46,$7.50 ,$6.00 ,$7.50 ,$10.00 ,4,10,2,6,18,14,6,81,0,1,100037112
0,X,E,NA,0,$0.00 ,$0.00 ,1,$12.50 ,$9.60 ,$15.00 ,$15.00 ,3,6,2,4,22,13,7,64,0,1,100014214
0,X,E,61,1,47967,31738,24,$15.00 ,$7.40 ,,$15.00 ,1,5,0,1,17,10,4,119,1,0,100245377
0,X,D,NA,0,60792,$0.00 ,45,$27.50 ,$26.00 ,,$30.00 ,2,5,0,2,25,13,6,53,0,1,100760281
1,Y,B,74,1,49578,50053,28,$19.33 ,$19.33 ,$19.33 ,$15.00 ,4,4,4,4,18,14,7,30,1,0,100877309
0,X,E,65,0,51296,43531,22,$14.00 ,$11.00 ,$10.00 ,$16.00 ,4,9,1,3,18,13,6,53,0,1,101050376
0,X,D,65,1,189222,55143,40,$13.75 ,$8.94 ,$13.50 ,$15.00 ,4,16,2,8,20,8,4,126,1,0,100224533
0,Z,A,NA,0,318910,$0.00 ,13,$12.50 ,$12.50 ,$12.50 ,$15.00 ,1,1,1,1,15,11,4,25,0,1,100585061
0,X,C,49,1,108309,67064,38,$13.00 ,$10.73 ,$10.00 ,$10.00 ,3,12,2,4,18,14,7,76,1,0,100345951
0,X,D,42,0,42298,52013,26,$10.67 ,$8.40 ,$12.00 ,$12.00 ,2,4,0,1,15,14,5,43,0,1,100492581
0,Y,B,71,1,240183,66733,40,$25.00 ,$25.00 ,,$25.00 ,1,1,0,0,18,10,4,18,1,0,100424837
1,Y,C,46,1,75982,43268,34,$15.20 ,$9.21 ,$14.50 ,$20.00 ,5,19,2,13,15,12,5,129,0,1,101023516
0,Y,E,71,0,38757,25561,28,$25.00 ,$17.60 ,$25.00 ,$25.00 ,2,5,1,4,15,12,5,112,1,0,100825890
1,X,D,45,1,83982,55839,43,$9.50 ,$7.67 ,$8.00 ,$10.00 ,4,6,3,5,16,13,6,52,1,0,100526581
1,X,A,87,1,281075,82099,24,$16.00 ,$8.08 ,$20.00 ,$20.00 ,2,13,1,7,19,13,6,102,1,0,100199318
0,X,B,76,1,109863,66309,32,$17.00 ,$15.00 ,,$17.00 ,1,6,0,3,19,13,6,76,0,1,100788874
0,Z,E,NA,0,35616,35984,36,$6.67 ,$6.67 ,$5.00 ,$5.00 ,2,2,1,1,16,11,5,23,1,0,100662735
1,X,A,NA,0,135962,$0.00 ,30,$5.50 ,$5.40 ,$5.00 ,$7.00 ,4,5,1,1,16,12,5,28,1,0,100005754
0,X,E,74,0,32280,35221,31,$5.40 ,$5.40 ,$5.00 ,$7.00 ,6,6,4,4,19,13,7,34,1,0,101019463
0,X,A,48,1,148984,97639,23,$25.00 ,$25.00 ,,$25.00 ,1,4,0,3,19,13,6,76,0,1,100888673
0,Y,E,56,1,124191,52311,23,$0.00 ,$18.50 ,,$20.00 ,0,4,0,2,25,9,4,64,0,1,100261661
0,X,E,59,0,42694,21142,27,$11.00 ,$8.50 ,$16.00 ,$11.00 ,4,8,1,2,18,18,6,44,1,0,100574238
0,X,E,71,0,58310,46421,29,$11.00 ,$9.00 ,$15.00 ,$15.00 ,2,3,1,2,16,12,5,45,1,0,100083872
0,X,E,NA,0,40220,$0.00 ,22,$6.60 ,$6.60 ,$6.50 ,$10.00 ,5,5,2,2,16,12,5,33,0,1,100270913
1,X,A,83,1,222303,93246,31,$4.25 ,$3.74 ,$4.00 ,$5.00 ,7,26,4,11,17,12,5,97,1,0,100889471
1,X,B,73,0,109903,67391,20,$6.67 ,$10.08 ,$7.50 ,$10.00 ,3,24,2,9,17,30,6,89,0,1,100810436
0,Z,A,74,0,54801,$0.00 ,50,$25.00 ,$25.00 ,,$25.00 ,1,1,0,0,20,11,5,20,1,0,101002921
0,Z,C,45,0,195831,47073,27,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,20,8,3,20,0,1,100783793
0,X,D,80,0,82144,$0.00 ,30,$13.50 ,$8.40 ,,$17.00 ,1,4,0,1,17,10,4,64,0,1,101008806
0,X,E,66,1,67053,48109,33,$11.60 ,$9.00 ,$10.00 ,$10.00 ,5,12,1,2,15,13,6,89,1,0,101010813
0,Z,A,69,1,351095,70726,23,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,16,11,4,16,1,0,100392386
0,X,E,NA,0,36055,$0.00 ,33,$13.17 ,$10.77 ,$12.25 ,$15.00 ,6,22,4,11,18,15,6,79,1,0,100960511
0,X,C,84,0,46836,35183,53,$12.00 ,$7.36 ,$12.00 ,$12.00 ,2,15,2,10,21,12,5,126,0,1,100569839
0,X,A,50,1,112299,57339,30,$15.00 ,$12.82 ,$15.00 ,$13.00 ,2,11,2,9,21,12,5,92,1,0,100602106
1,X,B,81,0,75676,54527,39,$9.50 ,$7.69 ,$9.67 ,$11.00 ,6,34,3,22,17,13,6,128,1,0,100618868
0,X,E,71,1,37277,45724,34,$15.00 ,$12.14 ,$15.00 ,$15.00 ,1,6,1,4,14,13,4,119,1,0,101027562
1,X,E,46,1,23208,36502,29,$9.50 ,$8.57 ,$10.00 ,$10.00 ,5,8,2,3,17,15,7,64,1,0,100276199
0,Z,D,NA,0,67474,$0.00 ,14,$20.00 ,$20.00 ,,$20.00 ,2,2,1,1,21,11,5,21,1,0,100333349
0,X,C,64,0,67400,41532,39,$14.00 ,$11.00 ,$14.20 ,$16.00 ,8,49,5,22,18,12,5,129,1,0,100893958
0,Z,D,51,1,58584,40131,23,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,16,10,4,16,1,0,100975576
1,X,E,52,1,132584,56614,39,$5.60 ,$5.00 ,$5.00 ,$5.00 ,5,8,1,2,15,11,5,41,1,0,100336743
0,Z,E,77,1,48608,37410,38,$10.00 ,$10.00 ,$10.00 ,$10.00 ,2,3,2,2,15,10,4,21,0,1,100257847
0,X,A,74,0,130771,49441,1,$7.50 ,$6.94 ,$7.50 ,$5.00 ,3,19,3,11,20,11,6,114,1,0,100289668
0,X,D,59,1,78367,36456,12,$18.00 ,$11.63 ,$18.00 ,$21.00 ,1,7,1,4,22,11,5,77,1,0,100588624
0,X,B,68,1,48994,41966,45,$25.00 ,$20.33 ,$25.00 ,$25.00 ,3,6,2,2,15,15,6,44,0,1,100450848
0,X,A,60,0,100199,$0.00 ,23,$12.33 ,$11.37 ,$15.00 ,$15.00 ,3,19,1,11,17,13,6,109,1,0,100890911
0,X,C,NA,0,59624,$0.00 ,37,$6.75 ,$7.83 ,$7.00 ,$10.00 ,4,6,2,2,18,12,6,29,0,1,100551730
0,X,E,48,1,44111,29086,22,$37.50 ,$26.67 ,,$50.00 ,2,3,0,0,18,13,6,44,0,1,100999491
0,X,E,NA,0,45225,50926,34,$13.00 ,$13.00 ,$13.00 ,$16.00 ,2,2,2,2,24,9,4,32,0,1,100271647
1,X,D,NA,1,74792,35844,21,$17.83 ,$14.70 ,$15.67 ,$20.00 ,7,11,4,7,5,40,17,54,1,0,100814059
1,X,A,62,0,192390,128275,39,$8.20 ,$8.20 ,$8.50 ,$10.00 ,5,5,4,4,16,13,6,33,0,1,100772967
1,X,B,NA,0,165199,$0.00 ,29,$5.71 ,$5.30 ,$5.67 ,$5.00 ,7,10,6,7,21,13,6,41,1,0,100735102
0,X,B,74,0,365595,73832,34,$50.00 ,$21.86 ,$50.00 ,$50.00 ,1,10,0,6,16,12,5,103,0,1,100716277
0,X,D,86,0,23911,$0.00 ,26,$14.67 ,$12.00 ,$15.75 ,$16.00 ,6,17,4,10,19,14,6,102,1,0,100299823
0,X,A,86,1,390992,95582,27,$15.00 ,$7.64 ,,$15.00 ,2,12,1,5,19,7,3,125,0,1,100120843
0,X,E,56,0,24691,$0.00 ,18,$8.33 ,$6.21 ,,$5.00 ,4,15,1,6,16,13,6,89,0,1,100749877
1,Y,B,NA,0,125121,$0.00 ,9,$8.75 ,$8.75 ,$8.33 ,$10.00 ,4,4,3,3,16,6,2,28,1,0,100928332
1,X,B,69,1,242977,79647,36,$6.40 ,$6.77 ,$6.67 ,$5.00 ,5,13,3,8,16,13,6,93,0,1,100693571
0,Z,A,NA,0,524369,$0.00 ,29,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,21,10,4,21,1,0,100209879
0,X,B,55,1,211830,83383,37,$13.00 ,$14.40 ,$11.00 ,$20.00 ,4,5,2,2,18,14,6,33,0,1,100811643
0,X,E,51,1,48287,35345,53,$18.67 ,$10.70 ,,$21.00 ,3,25,0,14,19,12,5,130,1,0,100244418
0,X,E,42,0,17703,$0.00 ,18,$18.00 ,$18.00 ,$21.00 ,$21.00 ,1,1,0,0,22,9,3,31,1,0,100768759
0,X,A,NA,1,149435,75737,0,$20.00 ,$18.11 ,,$25.00 ,1,9,0,2,5,44,8,68,0,1,100192862
0,Z,A,37,1,97692,77740,33,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,22,12,5,22,0,1,100793506
0,X,D,46,1,70594,45566,28,$17.50 ,$13.33 ,$17.50 ,$25.00 ,3,4,3,4,18,15,7,42,1,0,100176422
0,X,B,76,1,64612,39990,43,$10.83 ,$9.46 ,$10.50 ,$10.00 ,6,24,4,17,16,13,6,125,0,1,100638052
1,X,B,62,1,269012,74639,42,$8.20 ,$7.67 ,$7.33 ,$10.00 ,6,7,4,5,19,13,7,42,1,0,100790419
0,X,D,NA,0,60319,$0.00 ,20,$30.00 ,$15.71 ,,$30.00 ,1,7,0,5,24,11,6,112,0,1,100609734
0,Y,D,NA,0,114794,$0.00 ,26,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,16,5,1,16,1,0,100467123
0,X,E,70,1,69409,38613,44,$15.00 ,$12.75 ,$15.00 ,$15.00 ,2,4,2,2,16,13,6,33,0,1,100149648
0,X,D,37,1,78589,58938,32,$9.25 ,$9.73 ,$7.50 ,$12.00 ,4,11,2,7,18,13,6,85,1,0,100332882
0,Z,D,35,1,85804,54458,11,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,20,10,4,20,0,1,100128893
0,X,E,7,0,44506,$0.00 ,27,$17.50 ,$6.46 ,$17.50 ,$25.00 ,2,26,2,17,17,13,6,130,0,1,100371795
0,Y,E,67,1,85763,45826,48,$10.00 ,$10.86 ,$10.00 ,$10.00 ,2,14,1,8,20,12,5,105,0,1,100045001
1,X,A,51,1,586361,105702,0,$14.25 ,$13.40 ,$14.00 ,$20.00 ,4,5,3,3,25,11,6,33,0,1,100483243
0,X,B,NA,0,190690,$0.00 ,13,$10.00 ,$10.00 ,$15.00 ,$15.00 ,2,2,1,1,18,10,4,28,0,1,100008985
0,X,A,NA,1,44198,39292,0,$27.67 ,$19.57 ,$26.00 ,$25.00 ,2,13,0,5,17,13,5,87,0,1,100675533
1,X,A,78,0,222192,$0.00 ,57,$7.00 ,$6.17 ,$7.00 ,$4.00 ,3,6,2,3,15,12,6,67,1,0,100328238
0,Z,A,NA,0,248441,$0.00 ,41,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,24,8,3,24,0,1,100679995
0,X,C,78,0,81077,$0.00 ,30,$15.00 ,$11.13 ,,$15.00 ,2,8,0,1,18,15,6,89,0,1,100937750
0,Z,E,NA,0,35402,$0.00 ,0,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,24,7,3,24,0,1,100633242
0,X,E,NA,0,195357,$0.00 ,23,$25.00 ,$15.63 ,$20.00 ,$20.00 ,3,9,2,5,24,14,7,53,0,1,100529807
0,Z,B,56,1,104712,74587,25,$10.00 ,$10.00 ,,$15.00 ,2,2,0,0,15,10,4,27,0,1,100832330
1,X,A,61,0,192395,128275,38,$8.20 ,$8.20 ,$8.50 ,$10.00 ,4,4,3,3,15,12,5,32,0,1,100580233
0,X,E,NA,0,92069,$0.00 ,5,$12.90 ,$10.72 ,$10.00 ,$15.00 ,5,9,1,2,19,13,6,57,1,0,100784933
0,X,E,7,1,46203,41231,37,$14.00 ,$8.87 ,,$10.00 ,1,15,0,7,15,35,6,124,0,1,100254552
0,X,E,NA,0,36858,$0.00 ,30,$21.25 ,$13.80 ,$20.00 ,$15.00 ,4,10,3,5,18,13,6,45,0,1,100159336
0,Z,B,56,1,99994,46595,35,$25.00 ,$25.00 ,$25.00 ,$25.00 ,0,0,0,0,16,10,4,16,1,0,101024972
0,X,E,39,1,64928,41652,37,$10.50 ,$8.27 ,$10.00 ,$10.00 ,4,11,3,6,22,12,6,93,0,1,100447887
1,Y,E,84,0,33303,57025,32,$10.00 ,$9.20 ,$10.00 ,$10.00 ,2,14,1,7,5,16,7,108,1,0,100730465
0,Z,A,76,1,578281,105702,0,$25.50 ,$25.50 ,$25.50 ,$28.00 ,1,1,1,1,16,12,5,20,0,1,100291435
0,X,D,86,1,43710,40942,12,$10.00 ,$10.59 ,$10.00 ,$10.00 ,3,22,2,15,20,13,6,128,1,0,100081180
0,X,D,43,1,54972,55998,32,$15.00 ,$11.38 ,$15.00 ,$15.00 ,1,13,1,8,24,11,6,126,0,1,100658629
0,X,C,NA,1,62090,54926,23,$0.00 ,$9.33 ,,$16.00 ,0,6,0,1,27,11,5,64,1,0,100249000
0,X,E,52,1,46693,55337,35,$16.00 ,$9.11 ,,$16.00 ,2,10,1,5,18,14,7,80,1,0,100047994
1,X,E,72,1,44458,40684,30,$24.00 ,$10.60 ,$24.00 ,$10.00 ,1,10,1,7,15,15,6,119,1,0,100064056
0,X,C,76,0,86115,42614,29,$22.50 ,$18.33 ,$20.00 ,$25.00 ,1,5,0,2,6,17,6,76,0,1,100317121
0,X,B,43,1,142204,66662,25,$25.00 ,$17.22 ,$25.00 ,$10.00 ,3,9,2,3,15,28,7,41,1,0,100691814
0,X,B,57,1,119999,66007,25,$17.50 ,$17.50 ,,$25.00 ,2,2,0,0,25,13,6,31,0,1,100982625
0,X,E,NA,0,42067,$0.00 ,25,$8.33 ,$6.92 ,$10.00 ,$10.00 ,2,12,0,4,18,7,3,114,1,0,100517635
0,X,B,52,1,41214,$0.00 ,35,$8.33 ,$8.33 ,$7.67 ,$8.00 ,6,6,3,3,21,13,6,33,0,1,100156321
1,X,B,NA,0,57187,44853,40,$3.00 ,$2.69 ,$2.75 ,$5.00 ,10,16,4,7,17,14,6,64,0,1,100875401
0,X,E,NA,0,41195,$0.00 ,28,$20.00 ,$15.78 ,$20.00 ,$20.00 ,2,8,1,5,18,12,5,88,1,0,100957586
0,X,E,68,1,$0.00 ,$0.00 ,51,$11.67 ,$11.67 ,$7.50 ,$10.00 ,3,3,2,2,24,10,5,33,1,0,100818974
0,X,D,51,1,103804,24475,31,$13.33 ,$10.53 ,$12.50 ,$15.00 ,3,15,2,10,23,12,6,125,0,1,100204289
1,X,A,69,1,594312,122787,41,$16.00 ,$15.00 ,,$21.00 ,1,1,0,0,16,9,3,28,0,1,100792852
0,X,A,35,1,140683,72701,0,$25.00 ,$20.62 ,$25.00 ,$25.00 ,3,13,1,6,20,21,9,101,1,0,100385499
0,X,E,81,0,$0.00 ,42773,43,$5.80 ,$5.00 ,$6.33 ,$7.00 ,5,7,3,4,16,13,6,51,0,1,100903215
0,X,E,59,1,56736,46251,30,$12.67 ,$10.00 ,$10.00 ,$16.00 ,4,8,2,3,18,14,7,53,0,1,100819060
0,Z,E,67,1,39982,40620,19,$24.00 ,$25.00 ,$24.00 ,$24.00 ,1,1,1,1,18,11,4,18,1,0,100769513
0,X,D,73,1,67300,55834,29,$27.50 ,$14.19 ,,$38.00 ,3,17,1,7,19,14,7,126,1,0,100781569
1,X,C,68,1,54409,48344,42,$5.67 ,$4.48 ,$5.60 ,$7.00 ,6,25,5,14,21,10,5,126,0,1,100220082
1,Z,C,NA,0,84038,57186,37,$19.17 ,$17.50 ,$21.67 ,$25.00 ,6,16,3,4,9,42,11,55,0,1,100651685
0,X,E,29,1,52494,28134,26,$20.00 ,$16.00 ,$15.00 ,$30.00 ,5,9,3,4,16,13,7,98,1,0,100913544
0,X,E,65,0,30629,23342,20,$12.00 ,$7.94 ,,$13.00 ,4,18,0,6,18,15,6,125,1,0,100188269
1,Z,A,NA,0,393701,$0.00 ,50,$10.00 ,$10.00 ,$10.00 ,$10.00 ,3,4,3,4,14,16,7,24,1,0,100119335
0,X,C,64,1,74351,72356,39,$13.67 ,$10.83 ,,$15.00 ,2,5,0,0,18,11,5,62,0,1,100167704
0,X,D,NA,1,58317,36551,16,$15.00 ,$15.00 ,,$20.00 ,1,1,0,0,15,11,5,26,1,0,100415931
1,X,E,NA,0,51799,44660,23,$5.17 ,$4.19 ,$5.33 ,$5.00 ,5,30,2,17,18,11,5,125,0,1,100656970
0,Z,A,NA,0,217619,$0.00 ,41,$28.00 ,$28.00 ,$28.00 ,$28.00 ,1,1,1,1,17,11,5,17,0,1,100295884
1,X,D,NA,0,70090,$0.00 ,37,$10.00 ,$10.00 ,$10.00 ,$20.00 ,4,5,1,2,19,13,6,40,1,0,100622986
0,X,E,NA,1,65080,47600,28,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,3,2,3,24,12,6,40,1,0,100763005
1,X,B,55,1,60392,49495,36,$8.50 ,$6.40 ,$8.67 ,$4.00 ,3,9,2,4,14,11,4,75,1,0,100811086
0,X,E,NA,0,24322,$0.00 ,30,$10.00 ,$7.90 ,$5.00 ,$10.00 ,5,25,2,13,18,14,6,125,1,0,100083376
0,X,B,35,1,86773,40491,22,$200.00 ,$156.25 ,$200.00 ,$200.00 ,2,4,1,2,17,16,6,51,0,1,100154446
0,X,E,67,1,48910,43806,27,$9.20 ,$7.27 ,$9.00 ,$11.00 ,5,26,4,15,21,11,5,119,1,0,100281330
0,Y,C,NA,0,70005,$0.00 ,32,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,3,2,2,24,14,7,25,0,1,100266246
0,Z,E,46,1,82922,43475,37,$15.00 ,$15.00 ,$15.00 ,$15.00 ,0,0,0,0,16,9,3,16,1,0,101050196
1,X,D,NA,0,189089,63409,35,$13.67 ,$11.75 ,$18.00 ,$18.00 ,3,4,2,2,24,11,6,33,1,0,100706407
0,X,E,80,1,35683,45316,11,$16.00 ,$7.75 ,$16.00 ,$16.00 ,1,4,1,2,24,9,4,85,1,0,100248023
0,Z,A,51,1,140596,49566,21,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,20,10,4,20,0,1,100198244
0,Y,E,67,1,58210,39866,16,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,15,9,3,15,0,1,100535309
0,Z,E,55,1,39273,35219,42,$0.00 ,$15.00 ,,$15.00 ,0,1,0,0,23,8,3,23,1,0,100257767
1,X,B,80,0,293784,$0.00 ,19,$15.00 ,$12.50 ,$20.00 ,$15.00 ,2,3,0,1,19,12,5,52,1,0,100604109
1,X,A,84,0,235408,149464,37,$3.86 ,$3.62 ,$4.33 ,$5.00 ,7,13,3,6,18,7,4,53,1,0,100503151
0,X,D,NA,0,79489,42373,20,$20.00 ,$17.50 ,$20.00 ,$20.00 ,1,2,1,1,21,10,4,34,1,0,101000923
0,X,B,87,1,199000,45122,17,$23.00 ,$14.00 ,,$25.00 ,2,15,0,8,25,12,6,129,1,0,100780023
0,Z,C,57,1,74000,54374,32,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,20,10,4,20,0,1,100651944
0,X,B,53,0,166025,$0.00 ,24,$30.00 ,$16.67 ,,$30.00 ,1,9,0,4,26,7,3,93,1,0,100329022
0,X,E,45,1,28477,41503,23,$11.67 ,$6.05 ,,$20.00 ,3,19,0,11,18,13,6,129,1,0,100864450
1,X,A,78,1,287788,84589,29,$4.50 ,$3.04 ,$4.88 ,$2.50 ,6,35,5,22,16,9,5,128,1,0,100208903
0,X,D,NA,0,79529,42377,19,$20.00 ,$17.50 ,$20.00 ,$20.00 ,0,1,0,0,20,9,3,33,1,0,100133620
0,X,D,NA,0,41974,$0.00 ,37,$15.00 ,$13.57 ,$15.50 ,$19.00 ,4,8,3,5,23,13,7,46,1,0,100525183
0,X,D,82,1,93604,65688,24,$20.00 ,$5.27 ,,$20.00 ,1,22,0,12,17,12,6,131,0,1,100912188
1,Z,B,NA,0,387485,$0.00 ,49,$15.00 ,$15.00 ,,$15.00 ,2,2,1,1,21,13,5,21,1,0,100910326
0,X,B,67,1,84371,61675,25,$20.00 ,$13.55 ,,$15.00 ,0,10,0,5,24,11,5,120,1,0,100830204
0,X,E,83,0,27307,44351,44,$8.75 ,$8.00 ,$10.00 ,$10.00 ,5,6,3,3,16,13,6,33,0,1,100148836
0,Y,C,53,1,77954,57929,34,$5.38 ,$4.85 ,$5.50 ,$6.00 ,7,12,5,8,16,12,5,51,0,1,100443847
0,Z,E,37,0,$0.00 ,$0.00 ,0,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,17,12,6,24,1,0,100633330
1,X,A,72,1,103148,49458,40,$7.00 ,$6.80 ,$7.00 ,$5.00 ,4,5,1,1,19,11,5,32,1,0,100905764
0,X,C,32,1,57098,59784,32,$10.40 ,$9.38 ,$10.00 ,$10.00 ,5,8,1,2,18,13,6,53,0,1,100168637
1,X,D,NA,0,49812,$0.00 ,30,$5.60 ,$4.09 ,$3.50 ,$6.00 ,5,11,2,7,18,12,6,115,0,1,100127743
0,X,E,48,1,89400,49725,26,$18.00 ,$16.50 ,,$19.00 ,2,4,0,1,18,13,6,44,1,0,100260645
0,X,D,83,0,131275,$0.00 ,31,$25.00 ,$13.53 ,,$25.00 ,2,41,1,13,27,30,6,131,1,0,100526265
0,Z,B,46,1,63593,44128,25,$23.00 ,$23.00 ,$23.00 ,$23.00 ,2,2,2,2,22,11,5,22,1,0,100061256
0,X,E,42,1,48080,$0.00 ,0,$25.00 ,$17.40 ,,$25.00 ,0,4,0,2,17,12,5,74,1,0,101018033
0,X,E,56,1,38290,30181,7,$50.00 ,$29.30 ,,$50.00 ,0,9,0,5,17,7,3,112,1,0,100688148
0,X,A,72,0,131992,$0.00 ,44,$19.00 ,$12.44 ,$20.00 ,$21.00 ,4,18,2,10,15,14,6,113,0,1,100978915
0,X,D,27,1,62196,49744,33,$14.25 ,$12.00 ,$12.50 ,$10.00 ,4,6,2,2,18,14,6,31,0,1,100550511
0,X,D,73,1,89770,67809,32,$17.50 ,$17.50 ,$17.50 ,$25.00 ,2,2,2,2,21,13,6,33,0,1,100563328
0,Z,B,66,1,111521,42951,42,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,16,11,6,16,1,0,100612968
0,X,A,NA,0,44901,$0.00 ,0,$6.22 ,$5.82 ,$5.71 ,$6.00 ,9,11,7,8,18,12,6,41,0,1,100290400
0,X,D,NA,0,37477,34482,21,$13.67 ,$11.36 ,$11.00 ,$15.00 ,3,11,1,4,18,13,6,54,1,0,100422929
0,Z,D,NA,0,68113,$0.00 ,14,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,15,12,5,15,0,1,100423278
0,X,E,78,0,61923,50535,36,$17.00 ,$11.44 ,,$16.00 ,2,9,0,2,17,13,6,96,1,0,100454290
0,X,C,48,0,57287,$0.00 ,30,$17.50 ,$8.43 ,$17.50 ,$15.00 ,2,14,2,7,19,13,6,109,1,0,100510574
0,X,A,60,1,156887,91379,15,$20.00 ,$17.33 ,$20.00 ,$20.00 ,3,7,3,4,23,13,7,86,1,0,100987291
1,X,E,45,1,63271,45456,37,$9.25 ,$9.25 ,$11.50 ,$12.00 ,4,4,2,2,16,12,5,31,1,0,100079432
0,X,E,82,1,43317,47502,31,$16.67 ,$12.80 ,$16.50 ,$18.00 ,3,5,2,4,17,15,6,57,0,1,101010471
0,X,C,46,1,76516,45306,49,$22.50 ,$21.67 ,$25.00 ,$25.00 ,3,4,2,2,25,9,5,33,1,0,100666090
0,X,A,59,0,49110,$0.00 ,28,$9.25 ,$4.65 ,$10.67 ,$25.00 ,4,17,3,13,18,10,5,105,1,0,100584104
0,Z,A,NA,0,173513,$0.00 ,34,$50.00 ,$50.00 ,,$50.00 ,2,2,1,1,21,12,6,21,0,1,100131005
0,Z,E,57,1,137472,30939,39,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,17,10,4,17,0,1,100383603
0,X,C,42,0,69889,54425,29,$11.00 ,$7.38 ,$11.00 ,$12.00 ,4,13,2,5,17,15,6,93,0,1,100365894
0,Z,C,47,1,70909,47035,53,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,22,8,3,22,1,0,100050272
0,X,E,76,0,41281,32067,31,$25.00 ,$17.24 ,$25.00 ,$25.00 ,5,18,4,13,20,16,7,131,1,0,100756590
0,X,B,53,1,322904,71257,18,$13.25 ,$9.90 ,$13.00 ,$13.00 ,5,11,4,7,22,13,7,80,1,0,100019230
0,X,A,62,0,108510,$0.00 ,22,$27.50 ,$19.50 ,$27.50 ,$30.00 ,2,10,2,6,17,7,4,122,1,0,100328565
0,X,E,74,1,40395,31463,41,$20.00 ,$17.38 ,$20.00 ,$20.00 ,2,9,2,5,24,13,7,78,0,1,100372733
0,X,A,53,1,333334,85077,42,$35.00 ,$21.50 ,$35.00 ,$35.00 ,2,7,2,6,16,8,4,101,0,1,100905626
0,X,A,50,1,80681,62066,26,$25.00 ,$23.75 ,,$25.00 ,2,5,1,2,18,14,7,53,0,1,100444598
0,X,C,85,1,72100,48766,37,$5.80 ,$5.00 ,$5.50 ,$5.00 ,6,12,3,5,17,14,7,82,1,0,100850969
0,X,D,NA,1,36641,34659,27,$22.00 ,$21.00 ,,$22.00 ,0,1,0,0,17,10,4,30,1,0,100726531
0,Y,C,NA,1,90368,29041,51,$17.67 ,$8.94 ,$14.00 ,$19.00 ,3,16,1,8,17,13,6,97,1,0,101051625
1,X,E,NA,0,48592,37474,43,$6.33 ,$6.00 ,$6.33 ,$8.00 ,6,8,6,7,17,13,6,44,0,1,100276837
1,Z,E,18,0,36787,44661,22,$28.00 ,$28.00 ,,$28.00 ,0,0,0,0,15,11,4,15,0,1,100769098
0,X,B,76,1,146325,39846,69,$15.00 ,$10.92 ,$10.00 ,$10.00 ,1,12,0,6,4,14,5,127,1,0,100725715
0,X,C,NA,0,63486,$0.00 ,36,$12.25 ,$8.84 ,$11.50 ,$13.00 ,4,19,2,10,18,14,6,126,0,1,101019928
0,X,E,NA,0,26977,32562,27,$9.33 ,$7.38 ,$10.00 ,$15.00 ,3,13,1,9,14,24,6,119,0,1,100079365
1,X,B,83,1,293120,83471,27,$25.00 ,$22.25 ,$25.00 ,$25.00 ,2,8,1,5,18,13,6,77,1,0,100330826
0,X,B,45,1,333999,73511,16,$18.33 ,$16.43 ,$17.50 ,$25.00 ,3,7,2,3,17,13,6,44,1,0,100927910
0,X,C,53,1,61608,40162,28,$10.50 ,$7.53 ,$10.50 ,$10.00 ,2,15,2,9,18,13,6,76,1,0,100841920
0,X,C,NA,1,24607,30558,0,$0.00 ,$9.07 ,,$15.00 ,0,14,0,9,23,7,4,125,1,0,100955155
0,Y,E,NA,0,52230,$0.00 ,29,$7.00 ,$7.00 ,$5.00 ,$5.00 ,3,3,2,2,17,12,6,24,1,0,100272392
0,X,D,66,1,83676,46126,42,$9.20 ,$7.71 ,$9.50 ,$8.00 ,5,7,4,6,15,14,6,53,0,1,100139641
1,X,D,52,1,122802,52254,22,$15.67 ,$11.40 ,$16.00 ,$15.00 ,4,6,3,3,16,16,7,56,1,0,100081209
0,X,C,64,0,68680,41640,39,$19.50 ,$14.22 ,$20.00 ,$20.00 ,2,9,1,5,18,13,6,88,0,1,100798966
